ELASTICSEARCH_ID,ADDRESS_PARTS0NAME,ADDRESS_PARTS0STREET,PARENT0COUNTRY,PARENT0COUNTRY_ID,PARENT0COUNTRY_A,PARENT0MACROREGION,PARENT0MACROREGION_ID,PARENT0REGION,PARENT0REGION_ID,PARENT0LOCALADMIN,PARENT0LOCALADMIN_ID,PARENT0LOCALITY,PARENT0LOCALITY_ID,ADDENDUM0IDERIOJA0ID,ADDENDUM0IDERIOJA0LENGUA,ADDENDUM0IDERIOJA0ESTADO,ADDENDUM0IDERIOJA0NOMBRE_ACTU,NAME0DEFAULT,NAME0ES,PHRASE0DEFAULT,PHRASE0ES,CENTER_POINT0LAT,CENTER_POINT0LON,LAYER,SOURCE
iderioja:street:calrj/0341726089000201--00269,La Merced,Calle La Merced,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00269,spa,Oficial,Calle La Merced,Calle La Merced,Calle La Merced,Calle La Merced,Calle La Merced,42.46662,-2.44877,street,calrj
iderioja:street:calrj/0341726089000201--00270,Saturnino Ulargui,Calle Saturnino Ulargui,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00270,spa,Oficial,Calle Saturnino Ulargui,Calle Saturnino Ulargui,Calle Saturnino Ulargui,Calle Saturnino Ulargui,Calle Saturnino Ulargui,42.46518,-2.4511,street,calrj
iderioja:street:calrj/0341726089000201--00271,Doce Ligero de Artillería,Avenida Doce Ligero de Artillería,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00271,spa,Oficial,Avenida Doce Ligero de Artillería,Avenida Doce Ligero de Artillería,Avenida Doce Ligero de Artillería,Avenida Doce Ligero de Artillería,Avenida Doce Ligero de Artillería,42.46679,-2.43831,street,calrj
iderioja:street:calrj/0341726089000201--00272,Beatos Mena y Navarrete,Calle Beatos Mena y Navarrete,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00272,spa,Oficial,Calle Beatos Mena y Navarrete,Calle Beatos Mena y Navarrete,Calle Beatos Mena y Navarrete,Calle Beatos Mena y Navarrete,Calle Beatos Mena y Navarrete,42.464,-2.43219,street,calrj
iderioja:street:calrj/0341726089000201--00273,Santa Beatriz de Silva,Calle Santa Beatriz de Silva,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00273,spa,Oficial,Calle Santa Beatriz de Silva,Calle Santa Beatriz de Silva,Calle Santa Beatriz de Silva,Calle Santa Beatriz de Silva,Calle Santa Beatriz de Silva,42.45922,-2.42636,street,calrj
iderioja:street:calrj/0341726089000201--00274,San Roque,Travesía San Roque,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00274,spa,Oficial,Travesía San Roque,Travesía San Roque,Travesía San Roque,Travesía San Roque,Travesía San Roque,42.46753,-2.44186,street,calrj
iderioja:street:calrj/0341726089000201--00275,Muro de Cervantes,Calle Muro de Cervantes,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00275,spa,Oficial,Calle Muro de Cervantes,Calle Muro de Cervantes,Calle Muro de Cervantes,Calle Muro de Cervantes,Calle Muro de Cervantes,42.46643,-2.44317,street,calrj
iderioja:street:calrj/0341726089000201--00276,San Gil,Calle San Gil,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00276,spa,Oficial,Calle San Gil,Calle San Gil,Calle San Gil,Calle San Gil,Calle San Gil,42.46811,-2.44218,street,calrj
iderioja:street:calrj/0341726089000201--00277,San Millán,Calle San Millán,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00277,spa,Oficial,Calle San Millán,Calle San Millán,Calle San Millán,Calle San Millán,Calle San Millán,42.46455,-2.43363,street,calrj
iderioja:street:calrj/0341726089000201--00278,El Cristo,Calle El Cristo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00278,spa,Oficial,Calle El Cristo,Calle El Cristo,Calle El Cristo,Calle El Cristo,Calle El Cristo,42.46626,-2.44433,street,calrj
iderioja:street:calrj/0341726089000201--00279,El Carmen,Calle El Carmen,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00279,spa,Oficial,Calle El Carmen,Calle El Carmen,Calle El Carmen,Calle El Carmen,Calle El Carmen,42.46588,-2.44397,street,calrj
iderioja:street:calrj/0341726089000201--00280,Joaquín Elizalde,Plaza Joaquín Elizalde,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00280,spa,Oficial,Plaza Joaquín Elizalde,Plaza Joaquín Elizalde,Plaza Joaquín Elizalde,Plaza Joaquín Elizalde,Plaza Joaquín Elizalde,42.46188,-2.43364,street,calrj
iderioja:street:calrj/0341726089000201--00281,Muro del Carmen,Calle Muro del Carmen,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00281,spa,Oficial,Calle Muro del Carmen,Calle Muro del Carmen,Calle Muro del Carmen,Calle Muro del Carmen,Calle Muro del Carmen,42.46539,-2.4441,street,calrj
iderioja:street:calrj/0341726089000201--00282,Sur,Calle Sur,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00282,spa,Oficial,Calle Sur,Calle Sur,Calle Sur,Calle Sur,Calle Sur,42.46118,-2.45544,street,calrj
iderioja:street:calrj/0341726089000201--00283,Arnao de Bruselas,Calle Arnao de Bruselas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00283,spa,Oficial,Calle Arnao de Bruselas,Calle Arnao de Bruselas,Calle Arnao de Bruselas,Calle Arnao de Bruselas,Calle Arnao de Bruselas,42.46071,-2.47001,street,calrj
iderioja:street:calrj/0341726089000201--00284,Caballería,Calle Caballería,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00284,spa,Oficial,Calle Caballería,Calle Caballería,Calle Caballería,Calle Caballería,Calle Caballería,42.46675,-2.44531,street,calrj
iderioja:street:calrj/0341726089000201--00285,España,Avenida España,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00285,spa,Oficial,Avenida España,Avenida España,Avenida España,Avenida España,Avenida España,42.4603,-2.44516,street,calrj
iderioja:street:calrj/0341726089000201--00286,Picos de Urbión,Parque Picos de Urbión,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00286,spa,Oficial,Parque Picos de Urbión,Parque Picos de Urbión,Parque Picos de Urbión,Parque Picos de Urbión,Parque Picos de Urbión,42.45422,-2.46022,street,calrj
iderioja:street:calrj/0341726089000201--00287,Málaga,Calle Málaga,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00287,spa,Oficial,Calle Málaga,Calle Málaga,Calle Málaga,Calle Málaga,Calle Málaga,42.46203,-2.47929,street,calrj
iderioja:street:calrj/0341726089000201--00288,Pino,Calle Pino,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00288,spa,Oficial,Calle Pino,Calle Pino,Calle Pino,Calle Pino,Calle Pino,42.46967,-2.43799,street,calrj
iderioja:street:calrj/0341726089000201--00289,Coronilla,Calle Coronilla,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00289,spa,Oficial,Calle Coronilla,Calle Coronilla,Calle Coronilla,Calle Coronilla,Calle Coronilla,42.44613,-2.45128,street,calrj
iderioja:street:calrj/0341726089000201--00290,Pintor Sorolla,Calle Pintor Sorolla,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00290,spa,Oficial,Calle Pintor Sorolla,Calle Pintor Sorolla,Calle Pintor Sorolla,Calle Pintor Sorolla,Calle Pintor Sorolla,42.45846,-2.45812,street,calrj
iderioja:street:calrj/0341726089000201--00291,Estambrera,Calle Estambrera,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00291,spa,Oficial,Calle Estambrera,Calle Estambrera,Calle Estambrera,Calle Estambrera,Calle Estambrera,42.45598,-2.44061,street,calrj
iderioja:street:calrj/0341726089000201--00292,Pedregales,Calle Pedregales,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00292,spa,Oficial,Calle Pedregales,Calle Pedregales,Calle Pedregales,Calle Pedregales,Calle Pedregales,42.45738,-2.43563,street,calrj
iderioja:street:calrj/0341726089000201--00293,Tricio,Calle Tricio,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00293,spa,Oficial,Calle Tricio,Calle Tricio,Calle Tricio,Calle Tricio,Calle Tricio,42.46686,-2.43896,street,calrj
iderioja:street:calrj/0341726089000201--00294,Canalejas,Calle Canalejas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00294,spa,Oficial,Calle Canalejas,Calle Canalejas,Calle Canalejas,Calle Canalejas,Calle Canalejas,42.46578,-2.4538,street,calrj
iderioja:street:calrj/0341726089000201--00295,Luisa Marín Lacalle,Calle Luisa Marín Lacalle,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00295,spa,Oficial,Calle Luisa Marín Lacalle,Calle Luisa Marín Lacalle,Calle Luisa Marín Lacalle,Calle Luisa Marín Lacalle,Calle Luisa Marín Lacalle,42.46307,-2.43954,street,calrj
iderioja:street:calrj/0341726089000201--00297,Belchite,Calle Belchite,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00297,spa,Oficial,Calle Belchite,Calle Belchite,Calle Belchite,Calle Belchite,Calle Belchite,42.46171,-2.44316,street,calrj
iderioja:street:calrj/0341726089000201--00298,San Agustín,Plaza San Agustín,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00298,spa,Oficial,Plaza San Agustín,Plaza San Agustín,Plaza San Agustín,Plaza San Agustín,Plaza San Agustín,42.46615,-2.44874,street,calrj
iderioja:street:calrj/0341726089000201--00299,Grecia,Calle Grecia,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00299,spa,Oficial,Calle Grecia,Calle Grecia,Calle Grecia,Calle Grecia,Calle Grecia,42.46596,-2.47705,street,calrj
iderioja:street:calrj/0341726089000201--00300,General Vara de Rey,Calle General Vara de Rey,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00300,spa,Oficial,Calle General Vara de Rey,Calle General Vara de Rey,Calle General Vara de Rey,Calle General Vara de Rey,Calle General Vara de Rey,42.46504,-2.44387,street,calrj
iderioja:street:calrj/0341726089000201--00301,Isaac Albéniz,Calle Isaac Albéniz,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00301,spa,Oficial,Calle Isaac Albéniz,Calle Isaac Albéniz,Calle Isaac Albéniz,Calle Isaac Albéniz,Calle Isaac Albéniz,42.45857,-2.48115,street,calrj
iderioja:street:calrj/0341726089000201--00302,Pío XII,Avenida Pío XII,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00302,spa,Oficial,Avenida Pío XII,Avenida Pío XII,Avenida Pío XII,Avenida Pío XII,Avenida Pío XII,42.46079,-2.44551,street,calrj
iderioja:street:calrj/0341726089000201--00303,Beato Berrio Ochoa,Calle Beato Berrio Ochoa,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00303,spa,Oficial,Calle Beato Berrio Ochoa,Calle Beato Berrio Ochoa,Calle Beato Berrio Ochoa,Calle Beato Berrio Ochoa,Calle Beato Berrio Ochoa,42.46602,-2.4299,street,calrj
iderioja:street:calrj/0341726089000201--00304,Esteban Oca y Merino,Calle Esteban Oca y Merino,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00304,spa,Oficial,Calle Esteban Oca y Merino,Calle Esteban Oca y Merino,Calle Esteban Oca y Merino,Calle Esteban Oca y Merino,Calle Esteban Oca y Merino,42.46249,-2.46058,street,calrj
iderioja:street:calrj/0341726089000201--00305,Galicia,Calle Galicia,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00305,spa,Oficial,Calle Galicia,Calle Galicia,Calle Galicia,Calle Galicia,Calle Galicia,42.46189,-2.44421,street,calrj
iderioja:street:calrj/0341726089000201--00306,Eliseo Pinedo,Calle Eliseo Pinedo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00306,spa,Oficial,Calle Eliseo Pinedo,Calle Eliseo Pinedo,Calle Eliseo Pinedo,Calle Eliseo Pinedo,Calle Eliseo Pinedo,42.45972,-2.43483,street,calrj
iderioja:street:calrj/0341726089000201--00307,Dinamarca,Calle Dinamarca,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00307,spa,Oficial,Calle Dinamarca,Calle Dinamarca,Calle Dinamarca,Calle Dinamarca,Calle Dinamarca,42.46888,-2.47316,street,calrj
iderioja:street:calrj/0341726089000201--00308,Castañares de las Cuevas,Calle Castañares de las Cuevas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00308,spa,Oficial,Calle Castañares de las Cuevas,Calle Castañares de las Cuevas,Calle Castañares de las Cuevas,Calle Castañares de las Cuevas,Calle Castañares de las Cuevas,42.4494,-2.45445,street,calrj
iderioja:street:calrj/0341726089000201--00309,San Matías,Calle San Matías,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00309,spa,Oficial,Calle San Matías,Calle San Matías,Calle San Matías,Calle San Matías,Calle San Matías,42.46653,-2.42957,street,calrj
iderioja:street:calrj/0341726089000201--00310,Trinidad,Calle Trinidad,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00310,spa,Oficial,Calle Trinidad,Calle Trinidad,Calle Trinidad,Calle Trinidad,Calle Trinidad,42.46651,-2.45399,street,calrj
iderioja:street:calrj/0341726089000201--00311,Congreso,Calle Congreso,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00311,spa,Oficial,Calle Congreso,Calle Congreso,Calle Congreso,Calle Congreso,Calle Congreso,42.46755,-2.4385,street,calrj
iderioja:street:calrj/0341726089000201--00312,Carretil,Calle Carretil,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00312,spa,Oficial,Calle Carretil,Calle Carretil,Calle Carretil,Calle Carretil,Calle Carretil,42.4637,-2.46915,street,calrj
iderioja:street:calrj/0341726089000201--00313,Viveros,Calle Viveros,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00313,spa,Oficial,Calle Viveros,Calle Viveros,Calle Viveros,Calle Viveros,Calle Viveros,42.46367,-2.45919,street,calrj
iderioja:street:calrj/0341726089000201--00314,Siervas de Jesús,Calle Siervas de Jesús,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00314,spa,Oficial,Calle Siervas de Jesús,Calle Siervas de Jesús,Calle Siervas de Jesús,Calle Siervas de Jesús,Calle Siervas de Jesús,42.46549,-2.45026,street,calrj
iderioja:street:calrj/0341726089000201--00315,Oeste,Calle Oeste,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00315,spa,Oficial,Calle Oeste,Calle Oeste,Calle Oeste,Calle Oeste,Calle Oeste,42.4691,-2.45923,street,calrj
iderioja:street:calrj/0341726089000201--00316,Diversidad,Plaza Diversidad,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00316,spa,Oficial,Plaza Diversidad,Plaza Diversidad,Plaza Diversidad,Plaza Diversidad,Plaza Diversidad,42.46607,-2.45076,street,calrj
iderioja:street:calrj/0341726089000201--00317,Ateneo Riojano,Calle Ateneo Riojano,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00317,spa,Oficial,Calle Ateneo Riojano,Calle Ateneo Riojano,Calle Ateneo Riojano,Calle Ateneo Riojano,Calle Ateneo Riojano,42.46704,-2.43781,street,calrj
iderioja:street:calrj/0341726089000201--00318,Albornoz,Calle Albornoz,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00318,spa,Oficial,Calle Albornoz,Calle Albornoz,Calle Albornoz,Calle Albornoz,Calle Albornoz,42.46559,-2.44849,street,calrj
iderioja:street:calrj/0341726089000201--00319,de Hierro,Puente de Hierro,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00319,spa,Oficial,Puente de Hierro,Puente de Hierro,Puente de Hierro,Puente de Hierro,Puente de Hierro,42.47161,-2.44704,street,calrj
iderioja:street:calrj/0341726089000201--00320,Tempranillo,Calle Tempranillo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00320,spa,Oficial,Calle Tempranillo,Calle Tempranillo,Calle Tempranillo,Calle Tempranillo,Calle Tempranillo,42.47948,-2.45567,street,calrj
iderioja:street:calrj/0341726089000201--00321,Mazuelo,Calle Mazuelo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00321,spa,Oficial,Calle Mazuelo,Calle Mazuelo,Calle Mazuelo,Calle Mazuelo,Calle Mazuelo,42.47896,-2.45465,street,calrj
iderioja:street:calrj/0341726089000201--00322,Viura,Calle Viura,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00322,spa,Oficial,Calle Viura,Calle Viura,Calle Viura,Calle Viura,Calle Viura,42.47797,-2.45398,street,calrj
iderioja:street:calrj/0341726089000201--00323,Francisco Sáez Porres,Paseo Francisco Sáez Porres,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00323,spa,Oficial,Paseo Francisco Sáez Porres,Paseo Francisco Sáez Porres,Paseo Francisco Sáez Porres,Paseo Francisco Sáez Porres,Paseo Francisco Sáez Porres,42.47194,-2.44265,street,calrj
iderioja:street:calrj/0341726089000201--00324,María Teresa León,Calle María Teresa León,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00324,spa,Oficial,Calle María Teresa León,Calle María Teresa León,Calle María Teresa León,Calle María Teresa León,Calle María Teresa León,42.4746,-2.44772,street,calrj
iderioja:street:calrj/0341726089000201--00325,Vicente Ochoa,Calle Vicente Ochoa,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00325,spa,Oficial,Calle Vicente Ochoa,Calle Vicente Ochoa,Calle Vicente Ochoa,Calle Vicente Ochoa,Calle Vicente Ochoa,42.47405,-2.44888,street,calrj
iderioja:street:calrj/0341726089000201--00326,Concepción Arenal,Calle Concepción Arenal,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00326,spa,Oficial,Calle Concepción Arenal,Calle Concepción Arenal,Calle Concepción Arenal,Calle Concepción Arenal,Calle Concepción Arenal,42.47342,-2.45054,street,calrj
iderioja:street:calrj/0341726089000201--00327,Sancho el Mayor,Calle Sancho el Mayor,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00327,spa,Oficial,Calle Sancho el Mayor,Calle Sancho el Mayor,Calle Sancho el Mayor,Calle Sancho el Mayor,Calle Sancho el Mayor,42.45926,-2.46213,street,calrj
iderioja:street:calrj/0341726089000201--00328,San Gregorio,Calle San Gregorio,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00328,spa,Oficial,Calle San Gregorio,Calle San Gregorio,Calle San Gregorio,Calle San Gregorio,Calle San Gregorio,42.46831,-2.44641,street,calrj
iderioja:street:calrj/0341726089000201--00329,Europa,Plaza Europa,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00329,spa,Oficial,Plaza Europa,Plaza Europa,Plaza Europa,Plaza Europa,Plaza Europa,42.45855,-2.44212,street,calrj
iderioja:street:calrj/0341726089000201--00330,Miguel Delibes,Avenida Miguel Delibes,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00330,spa,Oficial,Avenida Miguel Delibes,Avenida Miguel Delibes,Avenida Miguel Delibes,Avenida Miguel Delibes,Avenida Miguel Delibes,42.45697,-2.44113,street,calrj
iderioja:street:calrj/0341726089000201--00331,Juan Boscán,Calle Juan Boscán,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00331,spa,Oficial,Calle Juan Boscán,Calle Juan Boscán,Calle Juan Boscán,Calle Juan Boscán,Calle Juan Boscán,42.45725,-2.43751,street,calrj
iderioja:street:calrj/0341726089000201--00332,Piquete,Calle Piquete,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00332,spa,Oficial,Calle Piquete,Calle Piquete,Calle Piquete,Calle Piquete,Calle Piquete,42.45741,-2.43637,street,calrj
iderioja:street:calrj/0341726089000201--00333,Nocedillo,Calle Nocedillo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00333,spa,Oficial,Calle Nocedillo,Calle Nocedillo,Calle Nocedillo,Calle Nocedillo,Calle Nocedillo,42.44285,-2.45606,street,calrj
iderioja:street:calrj/0341726089000201--00334,Río Cidacos,Calle Río Cidacos,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00334,spa,Oficial,Calle Río Cidacos,Calle Río Cidacos,Calle Río Cidacos,Calle Río Cidacos,Calle Río Cidacos,42.45233,-2.42524,street,calrj
iderioja:street:calrj/0341726089000201--00335,Plantío,Calle Plantío,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00335,spa,Oficial,Calle Plantío,Calle Plantío,Calle Plantío,Calle Plantío,Calle Plantío,42.45389,-2.42315,street,calrj
iderioja:street:calrj/0341726089000201--00336,San Pedro,Plaza San Pedro,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00336,spa,Oficial,Plaza San Pedro,Plaza San Pedro,Plaza San Pedro,Plaza San Pedro,Plaza San Pedro,42.45305,-2.42526,street,calrj
iderioja:street:calrj/0341726089000201--00337,Río Leza,Calle Río Leza,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00337,spa,Oficial,Calle Río Leza,Calle Río Leza,Calle Río Leza,Calle Río Leza,Calle Río Leza,42.45453,-2.42635,street,calrj
iderioja:street:calrj/0341726089000201--00338,Siete Infantes de Lara,Calle Siete Infantes de Lara,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00338,spa,Oficial,Calle Siete Infantes de Lara,Calle Siete Infantes de Lara,Calle Siete Infantes de Lara,Calle Siete Infantes de Lara,Calle Siete Infantes de Lara,42.45889,-2.46048,street,calrj
iderioja:street:calrj/0341726089000201--00339,Las Tejeras,Calle Las Tejeras,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00339,spa,Oficial,Calle Las Tejeras,Calle Las Tejeras,Calle Las Tejeras,Calle Las Tejeras,Calle Las Tejeras,42.45394,-2.46647,street,calrj
iderioja:street:calrj/0341726089000201--00340,Valderuga,Calle Valderuga,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00340,spa,Oficial,Calle Valderuga,Calle Valderuga,Calle Valderuga,Calle Valderuga,Calle Valderuga,42.45446,-2.42687,street,calrj
iderioja:street:calrj/0341726089000201--00341,Francisco de Quevedo,Calle Francisco de Quevedo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00341,spa,Oficial,Calle Francisco de Quevedo,Calle Francisco de Quevedo,Calle Francisco de Quevedo,Calle Francisco de Quevedo,Calle Francisco de Quevedo,42.45738,-2.43048,street,calrj
iderioja:street:calrj/0341726089000201--00342,Calderón de la Barca,Parque Calderón de la Barca,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00342,spa,Oficial,Parque Calderón de la Barca,Parque Calderón de la Barca,Parque Calderón de la Barca,Parque Calderón de la Barca,Parque Calderón de la Barca,42.45766,-2.42928,street,calrj
iderioja:street:calrj/0341726089000201--00343,José Zorrilla,Calle José Zorrilla,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00343,spa,Oficial,Calle José Zorrilla,Calle José Zorrilla,Calle José Zorrilla,Calle José Zorrilla,Calle José Zorrilla,42.45714,-2.42796,street,calrj
iderioja:street:calrj/0341726089000201--00344,Tirso de Molina,Calle Tirso de Molina,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00344,spa,Oficial,Calle Tirso de Molina,Calle Tirso de Molina,Calle Tirso de Molina,Calle Tirso de Molina,Calle Tirso de Molina,42.45748,-2.42785,street,calrj
iderioja:street:calrj/0341726089000201--00345,Baltasar Gracián,Calle Baltasar Gracián,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00345,spa,Oficial,Calle Baltasar Gracián,Calle Baltasar Gracián,Calle Baltasar Gracián,Calle Baltasar Gracián,Calle Baltasar Gracián,42.4568,-2.43159,street,calrj
iderioja:street:calrj/0341726089000201--00346,Alfonso VI,Calle Alfonso VI,España,034,ESP,La Rioja,03417,La Rioja,0341726,Logroño,0341726089,Logroño,03417260890002,0341726089000201--00346,spa,Oficial,Calle Alfonso VI,Calle Alfonso VI,Calle Alfonso VI,Calle Alfonso VI,Calle Alfonso VI,42.45715,-2.46187,street,calrj
